Site,bucket_name,bucket_position,tow,ring_size_mm,washer_type,ring_type,count,scallop_shell_height_mm,predicted_mw_g
Cape Tormentine,BUCKET3_17,3,17,82.6,R,82.6R,1,90.78,14.4
Cape Tormentine,BUCKET3_17,3,17,82.6,R,82.6R,1,92.1,14.9
Cape Tormentine,BUCKET3_17,3,17,82.6,R,82.6R,1,92.42,15.0
Cape Tormentine,BUCKET3_17,3,17,82.6,R,82.6R,1,94.97,16.0
Cape Tormentine,BUCKET3_17,3,17,82.6,R,82.6R,1,97.58,17.1
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,58.91,5.2
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,74.56,9.0
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,82.96,11.6
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,83.08,11.7
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,85.07,12.4
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,85.74,12.6
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,86.93,13.0
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,88.46,13.6
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,91.59,14.7
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,94.15,15.7
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,94.43,15.8
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,96.39,16.6
Cape Tormentine,BUCKET4_17,4,17,88.9,R,88.9R,1,100.93,18.5
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,30.59,1.1
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,34.43,1.5
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,34.99,1.5
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,36.01,1.6
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,36.03,1.6
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,52.87,4.0
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,54.47,4.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,56.75,4.7
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,59.29,5.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,71.66,8.2
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,71.85,8.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,75.71,9.4
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,77.48,9.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,78.26,10.1
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,80.82,10.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,81.16,11.1
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,81.94,11.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,83.14,11.7
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,85.02,12.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,86.55,12.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,86.75,12.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,86.93,13.0
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,87.67,13.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,88.88,13.7
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.24,13.8
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.25,13.8
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.38,13.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.49,13.9
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.6,14.0
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,89.73,14.0
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,90.56,14.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,92.76,15.2
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,92.87,15.2
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,93.16,15.3
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,94.34,15.8
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,95.22,16.1
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,95.93,16.4
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,96.32,16.6
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,99.26,17.8
Cape Tormentine,BUCKET5_17,5,17,14,L,14L,1,101.06,18.6
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,20.91,0.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,27.69,0.9
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,29.72,1.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,33.79,1.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,36.49,1.7
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,37.09,1.7
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,46.41,2.9
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,52.89,4.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,53.16,4.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,53.54,4.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,57.01,4.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,59.27,5.3
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,59.36,5.3
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,61.34,5.7
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,61.44,5.7
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,61.88,5.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,63.42,6.2
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,63.56,6.2
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,63.82,6.3
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,65.16,6.6
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,66.01,6.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,68.67,7.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,68.72,7.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,70.54,7.9
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,72.58,8.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,73.83,8.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,78.75,10.3
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,79.21,10.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,80.33,10.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,80.64,10.9
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,80.92,11.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,81.3,11.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,83.94,12.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,84.28,12.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,84.42,12.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,84.46,12.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,85.29,12.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,85.51,12.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,85.59,12.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,86,12.7
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,86.91,13.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,87.41,13.2
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,87.99,13.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,88.16,13.4
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,88.26,13.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,89.27,13.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,90.51,14.3
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,91.8,14.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,92.44,15.0
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,92.74,15.2
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,96.87,16.8
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,98.51,17.5
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,100.02,18.1
Cape Tormentine,BUCKET6_17,6,17,14,L,14L,1,104.42,20.1
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,50.2,3.5
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,57.64,4.9
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,71.08,8.1
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,71.53,8.2
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,73.33,8.7
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,73.73,8.8
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,74.26,9.0
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,76.26,9.5
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,79.68,10.6
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,79.69,10.6
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,80.78,10.9
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,81.32,11.1
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,81.38,11.1
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,81.62,11.2
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,81.95,11.3
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,82.45,11.5
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,82.96,11.6
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,84.37,12.1
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,84.84,12.3
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,85.46,12.5
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,86.1,12.7
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,87.91,13.4
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,88.73,13.7
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,89.07,13.8
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,89.44,13.9
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,91.92,14.8
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,92.21,15.0
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,96,16.4
Cape Tormentine,BUCKET7_17,7,17,88.9,R,88.9R,1,100.05,18.1
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,64.34,6.4
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,70.09,7.8
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,75.36,9.3
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,75.94,9.4
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,76.87,9.7
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,81.7,11.2
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,81.77,11.3
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,82,11.3
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,86.04,12.7
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,86.07,12.7
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,86.24,12.8
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,86.86,13.0
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,87.05,13.0
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,87.19,13.1
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,87.53,13.2
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,87.96,13.4
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,88.23,13.5
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,89.04,13.8
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,89.93,14.1
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,91.12,14.5
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,92.01,14.9
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,92.04,14.9
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,93.47,15.4
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,94,15.6
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,95.17,16.1
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,95.24,16.1
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,95.67,16.3
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,96.47,16.6
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,99.01,17.7
Cape Tormentine,BUCKET8_17,8,17,82.6,R,82.6R,1,104.56,20.1
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,64.51,6.4
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,70.65,8.0
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,81.28,11.1
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,81.87,11.3
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,82.59,11.5
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,84.4,12.1
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,84.49,12.2
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,84.76,12.2
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,85.51,12.5
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,89.95,14.1
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,91.46,14.7
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,91.93,14.8
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,92.23,15.0
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,93.32,15.4
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,93.46,15.4
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,94.61,15.9
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,95.01,16.1
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,95.39,16.2
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,98.16,17.3
Cape Tormentine,BUCKET9_17,9,17,88.9,S,88.9S,1,104.85,20.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,55.91,4.6
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,59.4,5.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,65.61,6.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,79.97,10.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,81.89,11.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,82.36,11.4
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,82.89,11.6
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,83,11.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,83.42,11.8
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,84.47,12.2
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,84.59,12.2
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,85.1,12.4
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,85.33,12.4
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,87.36,13.2
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,87.55,13.2
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,87.66,13.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,88.81,13.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,88.94,13.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,89.19,13.8
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,89.4,13.9
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,90.04,14.1
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,90.09,14.2
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,90.6,14.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,91.64,14.7
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,92.54,15.1
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,92.67,15.1
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,93.16,15.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,93.54,15.5
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,93.7,15.5
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,93.95,15.6
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,95.65,16.3
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,96.97,16.8
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,99.19,17.8
Cape Tormentine,BUCKET10_17,10,17,82.6,S,82.6S,1,99.28,17.8
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,83.24,11.7
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,88.18,13.5
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,89.6,14.0
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,92.49,15.1
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,94.9,16.0
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,96.25,16.6
Cape Tormentine,BUCKET1_18,1,18,82.6,S,82.6S,1,97.59,17.1
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,92.22,15.0
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,94.56,15.9
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,95.43,16.2
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,97.47,17.1
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,98.02,17.3
Cape Tormentine,BUCKET2_18,2,18,88.9,S,88.9S,1,102.87,19.4
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,79.72,10.6
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,84.95,12.3
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,86.62,12.9
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,86.72,12.9
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,87.4,13.2
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,87.57,13.2
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,89.38,13.9
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,90.09,14.2
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,90.98,14.5
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,91.22,14.6
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,91.4,14.6
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,91.9,14.8
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,92.08,14.9
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,92.54,15.1
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,95.08,16.1
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,95.8,16.4
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,98.06,17.3
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,101.25,18.7
Cape Tormentine,BUCKET3_18,3,18,82.6,R,82.6R,1,106.53,21.0
Cape Tormentine,BUCKET4_18,4,18,88.9,R,88.9R,1,91.64,14.7
Cape Tormentine,BUCKET4_18,4,18,88.9,R,88.9R,1,100.88,18.5
Cape Tormentine,BUCKET4_18,4,18,88.9,R,88.9R,1,111.36,23.4
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,38.74,1.9
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,52.83,4.0
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,74.69,9.1
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,77.88,10.0
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,78.9,10.3
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,83.66,11.9
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,91.52,14.7
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,94.54,15.9
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,94.74,15.9
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,95.18,16.1
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,95.88,16.4
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,101.92,19.0
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,101.98,19.0
Cape Tormentine,BUCKET5_18,5,18,14,L,14L,1,103.41,19.6
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,88.49,13.6
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,91,14.5
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,91.4,14.6
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,92.63,15.1
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,93.38,15.4
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,94.2,15.7
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,96.68,16.7
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,101.04,18.6
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,102.64,19.3
Cape Tormentine,BUCKET7_18,7,18,88.9,R,88.9R,1,103.29,19.6
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,79.98,10.7
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,86.57,12.9
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,87.93,13.4
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,88.24,13.5
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,92.07,14.9
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,92.2,14.9
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,93.36,15.4
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,94.8,16.0
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,95.56,16.3
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,98.08,17.3
Cape Tormentine,BUCKET8_18,8,18,82.6,R,82.6R,1,103.26,19.5
Cape Tormentine,BUCKET9_18,9,18,88.9,S,88.9S,1,84.95,12.3
Cape Tormentine,BUCKET9_18,9,18,88.9,S,88.9S,1,97.62,17.1
Cape Tormentine,BUCKET9_18,9,18,88.9,S,88.9S,1,103.13,19.5
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,71.24,8.1
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,72.04,8.3
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,88.72,13.6
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,92.39,15.0
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,98.1,17.3
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,101.55,18.8
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,101.92,19.0
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,103.42,19.6
Cape Tormentine,BUCKET10_18,10,18,82.6,S,82.6S,1,103.82,19.8
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,80.85,11.0
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,81.82,11.3
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,83.69,11.9
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,83.7,11.9
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,84.14,12.0
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,85.97,12.7
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,86.89,13.0
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,87.09,13.1
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,87.2,13.1
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,87.42,13.2
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,88.5,13.6
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,88.77,13.7
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,88.86,13.7
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,89.47,13.9
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,91.22,14.6
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,92.11,14.9
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,93.06,15.3
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,93.72,15.5
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,95.42,16.2
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,99.16,17.8
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,100.32,18.3
Cape Tormentine,BUCKET1_19,1,19,82.6,S,82.6S,1,109.22,22.3
Cape Tormentine,BUCKET2_19,2,19,88.9,S,88.9S,1,61.41,5.7
Cape Tormentine,BUCKET2_19,2,19,88.9,S,88.9S,1,77,9.8
Cape Tormentine,BUCKET2_19,2,19,88.9,S,88.9S,1,82.77,11.6
Cape Tormentine,BUCKET2_19,2,19,88.9,S,88.9S,1,84.54,12.2
Cape Tormentine,BUCKET2_19,2,19,88.9,S,88.9S,1,85.38,12.5
